Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
ER.ATL2 raw image.png,20,1301,65.050,0.361,255,39.923,0.517,0.740,13.626,305.500,311.650,104.025,8.665
